time,xpos,ypos
2020-11-04T10:48:06.161+01:00,0.006693969644504527,0.00023343781985020603
2020-11-04T10:48:06.262+01:00,0.00672322399176517,0.00023454243238142715
2020-11-04T10:48:06.365+01:00,0.006739112046195372,0.00023051890223532858
2020-11-04T10:48:06.467+01:00,0.006740155936667547,0.00022818794263620388
2020-11-04T10:48:06.569+01:00,0.006780431283200161,0.0002373781604373638
2020-11-04T10:48:06.670+01:00,0.006790616116592818,0.0002398607625206142
2020-11-04T10:48:06.772+01:00,0.0067974262913451655,0.00023757723218975434
2020-11-04T10:48:06.874+01:00,0.006806364721585689,0.0002345440837873753
2020-11-04T10:48:06.976+01:00,0.006828394367265789,0.00023567954203622355
2020-11-04T10:48:07.078+01:00,0.006838399750012436,0.00024083396397866266
